ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;local_code;coordinates
BR-2434;heliport;Gália Heliport;2517.0;SA;BR;BR-SP;São Paulo;;SILL;-23.576944351196, -46.703887939453
BR-2435;small_airport;Fazenda Rio Capim Airport;325.0;SA;BR;BR-PA;Paragominas;;SILN;-3.556841, -48.648546
BR-2436;heliport;CFAPP Heliport;2390.0;SA;BR;BR-SP;Guarulhos;;SILO;-23.471111297607, -46.415279388428
BR-2437;small_airport;Fazenda Mariad Airport;1197.0;SA;BR;BR-BA;Juazeiro;;SILZ;-9.39222240448, -40.357498168945
BR-2438;small_airport;Fazenda Mandioré Airport;299.0;SA;BR;BR-MS;Corumbá;;SIMA;-17.925578, -57.625598
BR-2439;heliport;FIC Heliport;1985.0;SA;BR;BR-SP;Paulínea;;SIMC;-22.711389541626, -47.141109466553
BR-2440;small_airport;Fazenda São Miguel Airport;3287.0;SA;BR;BR-MG;Unaí;;SWWE;-15.973055839539, -46.709442138672
BR-2441;heliport;CRT - Caieiras Heliport;2674.0;SA;BR;BR-SP;Caieiras;;SIMH;-23.335277557373, -46.772499084473
BR-2442;small_airport;Fazenda Boa Vista Airport;1231.0;SA;BR;BR-MS;Tacuru;;SIMI;-23.636943817139, -55.18444442749
BR-2443;small_airport;Codenorte Airport;220.0;SA;BR;BR-PA;Moju;;SIML;-3.2855560779572, -49.206111907959
BR-2444;heliport;Pier Mauá Heliport;8.0;SA;BR;BR-RJ;Rio de Janeiro;;SIMN;-22.894743, -43.179445
BR-2445;heliport;Eletronorte Belém Heliport;20.0;SA;BR;BR-PA;Belém;;SIMS;-1.4608329534531, -48.448333740234
BR-2446;heliport;Mediterrâneo Heliport;2592.0;SA;BR;BR-SP;São Bernardo Do Campo;;SIMT;-23.691110610962, -46.553611755371
BR-2447;small_airport;São Francisco Airport;1122.0;SA;BR;BR-PR;São Pedro do Paraná;;SINA;-22.788889, -53.197777
BR-2448;small_airport;Nova Conceição Agroindustrial Airport;49.0;SA;BR;BR-PA;Baião;;SINC;-2.924426, -49.785479
BR-2449;heliport;Codesp Heliport;10.0;SA;BR;BR-SP;Santos;;SINF;-23.958911, -46.306536
BR-2450;heliport;Baua`s Heliport;1149.0;SA;BR;BR-SP;Avaré;;SINI;-23.201389312744, -48.987777709961
BR-2451;small_airport;Fazenda Novo Horizonte - TATTERSAL Airport;1205.0;SA;BR;BR-MS;Coxim;;SINJ;-18.368055343628, -54.776943206787
BR-2452;small_airport;Fazenda Itanhangá Airport;938.0;SA;BR;BR-MT;Nova Mutum;;SINM;-13.101111412048, -56.529998779297
BR-2453;small_airport;Fazenda Mapisa Airport;634.0;SA;BR;BR-MA;Bom Jesus Das Selvas;;SINO;-4.413055896759, -46.518054962158
BR-2454;small_airport;Fazenda Cachoeira do Lontra Airport;1211.0;SA;BR;BR-MS;Campo Grande;;SINS;-21.288333892822, -53.710556030273
BR-2455;small_airport;Fazenda Santa Rita Airport;1634.0;SA;BR;BR-PE;Custódia;;SINV;-8.2283334732056, -37.75638961792
BR-2456;heliport;VCP Jacareí Heliport;1939.0;SA;BR;BR-SP;Jacareí;;SP0671;-23.374619, -46.022501
BR-2457;small_airport;Fazenda Perdizes Airport;1969.0;SA;BR;BR-MG;Lassance;;SIOA;-17.672500610352, -44.593055725098
BR-2458;small_airport;Fazenda Cachoeira Airport;1247.0;SA;BR;BR-MS;Nova Alvorada do Sul;;SIOF;-21.429301, -54.37623
BR-2459;heliport;Oasis Graal Heliport;256.0;SA;BR;BR-RJ;Rio Bonito;;SIOG;-22.7977771759, -42.4563903809
BR-2460;small_airport;Rio Arraias Airport;3773.0;SA;BR;BR-MT;União Do Sul;;SIOI;-11.762222290039, -54.345279693604
BR-2461;small_airport;Fazenda Soroteca Airport;749.0;SA;BR;BR-MT;São José Dos Quatro Marcos;;SIOJ;-15.631388664246, -58.308334350586
BR-2462;small_airport;Fazenda Água Doce Airport;1313.0;SA;BR;BR-MT;Nobres;;SIOK;-14.64222240448, -56.238887786865
BR-2463;small_airport;Rio Ouro Airport;3741.0;SA;BR;BR-MT;União do Sul;;SIOM;-11.538889, -54.19389
BR-2464;small_airport;Fazenda Londrina II Airport;272.0;SA;BR;BR-MS;Porto Murtinho;;SIOP;-21.973176, -57.853875
BR-2465;small_airport;Fazenda Santa Helena Airport;378.0;SA;BR;BR-MS;Corumbá;;SIOU;-18.298055648804, -57.014720916748
BR-2466;small_airport;Taua Airport;44.0;SA;BR;BR-BA;Prado;;SIOV;-16.901388168335, -39.158889770508
BR-2467;heliport;Centro de Distribuição Ponto Frio Heliport;2540.0;SA;BR;BR-SP;Guarulhos;;SIOX;-23.429166793823, -46.405555725098
BR-2468;heliport;Caravelas Heliport;41.0;SA;BR;BR-SP;Bertioga;;SIOY;-23.768333435059, -45.927223205566
BR-2469;small_airport;Fazenda Santa Fé Airport;591.0;SA;BR;BR-PA;Santana do Araguaia;;SIOZ;-9.575096, -50.351872
BR-2470;small_airport;Portal do Céu Airport;16.0;SA;BR;BR-PA;Belém;;SIPC;-1.314722, -48.429443
BR-2471;heliport;Hotel Glória Heliport;214.0;SA;BR;BR-RJ;Rio De Janeiro;;SIPF;-22.922500610352, -43.173057556152
BR-2472;small_airport;Fazenda Palmeiras Airport;722.0;SA;BR;BR-TO;Caseara;;SIPH;-9.6019439697266, -49.773887634277
BR-2473;small_airport;Fazenda Marreco Airport;1969.0;SA;BR;BR-MG;São Gonçalo Do Abaeté;;SIPJ;-18.108610153198, -45.215557098389
BR-2474;small_airport;Fazenda Entre Serras Airport;1824.0;SA;BR;BR-MT;Planalto Da Serra;;SIPL;-14.622221946716, -54.476665496826
BR-2475;heliport;Praia do Morcego Heliport;10.0;SA;BR;BR-RJ;Angra Dos Reis;;SIPM;-23.038610458374, -44.347778320312
BR-2476;heliport;Lura Heliport;123.0;SA;BR;BR-RJ;Angra dos Reis;;SIPP;-23.015829, -44.279426
BR-2477;small_airport;Fazenda Rancho Estrela Airport;3002.0;SA;BR;BR-GO;São Miguel do Passa Quatro;;SIPQ;-16.992365, -48.736353
BR-2478;small_airport;Fazenda São José Airport;2451.0;SA;BR;BR-GO;Paraúna;;SIPR;-17.001110076904, -50.742778778076
BR-2479;small_airport;Fazenda Lagoa da Capa Airport;3567.0;SA;BR;BR-MG;Perdizes;;SIPU;-19.448333740234, -47.362777709961
BR-2480;heliport;Aquarius Heliport;2726.0;SA;BR;BR-SP;Cotia;;SIPV;-23.603333, -46.865555
BR-2481;small_airport;Ambrósio Airport;96.0;SA;BR;BR-PA;Portel;;SIPY;-1.9813890457153, -50.811389923096
BR-2482;small_airport;Monte Verde Airport;249.0;SA;BR;BR-PA;Portel;;SIQB;-3.2741670608521, -50.321388244629
BR-2483;small_airport;Fazenda Bom Jardim Airport;1693.0;SA;BR;BR-GO;Porteirão;;SIQM;-17.900278091431, -50.123611450195
BR-2484;small_airport;Fazenda Flor da Mata Airport;1264.0;SA;BR;BR-MT;São José Do Xingu;;SIQN;-10.716667175293, -52.801944732666
BR-2485;small_airport;Fazenda Mercedes Estância Airport;499.0;SA;BR;BR-MS;Corumbá;;SIQO;-18.334167480469, -55.485000610352
BR-2486;heliport;Chimical Heliport;2576.0;SA;BR;BR-SP;Mogi Das Cruzes;;SIQP;-23.582778930664, -46.168888092041
BR-2487;small_airport;Fazenda Triângulo Airport;804.0;SA;BR;BR-GO;Bonópolis;;SIQR;-13.581944465637, -49.820556640625
BR-2488;heliport;Minerva Heliport;8.0;SA;BR;BR-RJ;Rio De Janeiro;;SIQT;-22.866112, -43.214169
BR-2489;small_airport;Fazenda Santa Maria do Jauru Airport;680.0;SA;BR;BR-MT;Porto Esperidião;;SIQW;-15.823852, -58.551443
BR-2490;small_airport;Fazenda Barranquinho Airport;558.0;SA;BR;BR-MT;Porto Estrela;;;-15.647606, -57.470176
BR-2491;small_airport;Fazenda Magiana Airport;1575.0;SA;BR;BR-MT;Sorriso;;SIRA;-12.3886108398, -55.2427787781
BR-2492;small_airport;Rancho Jatobá Airport;677.0;SA;BR;BR-MT;Novo Santo Antônio;;SIRD;-12.241211, -50.935497
BR-2493;small_airport;Fazenda Rancho Estrela IV Airport;2549.0;SA;BR;BR-GO;São Domingos;;SIRE;-13.651944160461, -46.541389465332
BR-2494;small_airport;Fazenda Esperança Airport;1214.0;SA;BR;BR-MT;Alto da Boa Vista;;SIRG;-12.035795, -51.634884
BR-2495;heliport;Frei Caneca Heliport;270.0;SA;BR;BR-PE;Recife;;SIRP;-8.0574998855591, -34.870555877686
BR-2496;small_airport;Fazenda Maranata Airport;1000.0;SA;BR;BR-RO;Chupinguaia;;SIRQ;-12.771169, -60.872107
BR-2497;small_airport;Lagoa dos Coqueiros Airport;1280.0;SA;BR;BR-MT;Paranaíta;;SIRR;-9.235556, -56.987778
BR-2498;small_airport;Marca de Casco Airport;1158.0;SA;BR;BR-MT;São José Do Rio Claro;;SIRT;-13.727499961853, -57.021667480469
BR-2499;heliport;Transpel Heliport;2890.0;SA;BR;BR-SP;São Carlos;;SISA;-22.002500534058, -47.86888885498
BR-2500;small_airport;Fazenda Kanaxuê S/A Airport;650.0;SA;BR;BR-MT;São Félix do Araguaia;;SISE;-12.00613, -50.869457
BR-2501;small_airport;Fazenda Santa Feliciana Airport;2198.0;SA;BR;BR-MS;Bonito;;SISF;-20.944667, -56.676557
BR-2502;small_airport;Fazenda Sete Ilhas Airport;1720.0;SA;BR;BR-GO;Acreúna;;SISI;-17.633208, -50.471807
BR-2503;small_airport;Fazenda Nossa Senhora Aparecida Airport;2001.0;SA;BR;BR-MS;Sonora;;SISN;-17.545344, -53.895174
BR-2504;small_airport;Fazenda Lagoa do Campo Airport;1542.0;SA;BR;BR-MS;Ribas Do Rio Pardo;;SISS;-20.384721756, -53.4011116028
BR-2505;small_airport;Fazenda Pontal do Lagoa Airport;1264.0;SA;BR;BR-MS;Santa Rita Do Pardo;;SISU;-20.870000839233, -53.154998779297
BR-2506;small_airport;Santa Felicidade Airport;821.0;SA;BR;BR-PA;Itaituba;;SISZ;-5.583134, -56.645415
BR-2507;small_airport;Nossa Senhora da Conceição Airport;958.0;SA;BR;BR-PA;Itaituba;;SITA;-7.2202777862549, -56.166667938232
BR-2508;small_airport;Cara Preta Airport;155.0;SA;BR;BR-PA;Itaituba;;SITD;-5.1061110496521, -57.482498168945
BR-2509;small_airport;Fazenda Depósito Airport;365.0;SA;BR;BR-RR;Pacaraima;;SITF;4.10833, -60.733299
BR-2510;small_airport;Fazenda Itaipu Airport;1644.0;SA;BR;BR-GO;Turvelândia;;SITH;-17.668163, -50.390614
BR-2511;heliport;Trama Heliport;2474.0;SA;BR;BR-SP;São Paulo;;SITM;-23.650556564331, -46.726390838623
BR-2512;small_airport;Fazenda Santo Antônio Diamandoré Airport;493.0;SA;BR;BR-MS;Corumbá;;SITN;-18.243055343628, -57.55611038208
BR-2513;small_airport;Muriçoca Airport;361.0;SA;BR;BR-PA;Itaituba;;SITO;-7.154167175293, -56.636112213135
BR-2514;small_airport;Fazenda Guaíra Airport;1900.0;SA;BR;BR-MA;Balsas;;SITT;-7.089905, -45.95139
BR-2515;small_airport;Fazenda Chapadão Airport;1450.0;SA;BR;BR-MT;Santa Rita do Trivelato;;SITV;-13.410938, -55.673611
BR-2516;small_airport;Fazenda Santa Luzia Airport;1720.0;SA;BR;BR-MA;São Raimundo Das Mangabeiras;;SITW;-6.8233327865601, -45.411945343018
BR-2517;small_airport;Fazenda São Geraldo Airport;486.0;SA;BR;BR-MS;Aquidauana;;SITY;-19.403888702393, -55.862777709961
BR-2518;small_airport;Fazenda MRV Airport;1713.0;SA;BR;BR-MG;Monte Azul;;SITZ;-14.917778015137, -43.359722137451
BR-2519;small_airport;Fazenda Barra do Lagoa Airport;1083.0;SA;BR;BR-MS;Santa Rita Do Pardo;;SIUA;-20.872777938843, -53.210834503174
BR-2520;small_airport;Aerojaco Airport;1510.0;SA;BR;BR-MT;Sorriso;;SIUB;-13.505000114441, -55.150833129883
BR-2521;small_airport;Selva de Pedra Airport;391.0;SA;BR;BR-PA;Itaituba;;SIUC;-7.2263889312744, -56.670833587646
BR-2522;small_airport;Fazenda Santa Ana Airport;1038.0;SA;BR;BR-MT;Itaúba;;SIUH;-11.139721870422, -55.879722595215
BR-2523;small_airport;Pista Santa Tereza Airport;401.0;SA;BR;BR-PA;Itaituba;;SIUJ;-5.1858329772949, -57.584442138672
BR-2524;small_airport;Serra Verde Airport;840.0;SA;BR;BR-PA;Jacareacanga;;SIUK;-6.9250001907349, -56.991390228271
BR-2525;small_airport;Agrosserra Airport;1926.0;SA;BR;BR-MA;São Raimundo Das Mangabeiras;;SIUL;-6.7755560874939, -45.891666412354
BR-2526;heliport;Uniban II Heliport;2429.0;SA;BR;BR-SP;São Bernardo Do Campo;;SIUN;-23.6450004578, -46.5800018311
BR-2527;small_airport;Fazenda São Matheus Airport;1365.0;SA;BR;BR-MS;Selvíria;;SIUV;-20.317777633667, -51.783611297607
BR-2528;small_airport;Pista Comunidade São Domingos;985.0;SA;BR;BR-PA;Itaituba;;SIUX;-6.420052, -56.049438
BR-2529;small_airport;Santos Dumont Airport;870.0;SA;BR;BR-PA;Novo Progresso;;SIUY;-7.0127778053284, -55.875
BR-2530;small_airport;Boa Esperança Airport;788.0;SA;BR;BR-PA;Novo Progresso;;SIUZ;-7.661388874054, -55.960277557373
BR-2531;heliport;Cereal Citrus Heliport;3183.0;SA;BR;BR-DF;Brasília;;SIVA;-15.706944, -47.369446
BR-2532;small_airport;Crispiano Airport;1657.0;SA;BR;BR-GO;Monte Alegre De Goiás;;SIVK;-13.222778320312, -46.953056335449
BR-2533;small_airport;Sítio Flor de Lys Airport;1641.0;SA;BR;BR-PB;Junco Do Seridó;;SIVL;-6.9452781677246, -36.672500610352
BR-2534;heliport;Vista Mar Heliport;264.0;SA;BR;BR-RJ;Rio De Janeiro;;SIVM;-22.932777404785, -43.340000152588
BR-2535;small_airport;Fazenda Sapucaí Airport;1575.0;SA;BR;BR-MA;Tasso Fragoso;;SIVY;-8.2988891601562, -45.763332366943
BR-2536;small_airport;Algodoeira Airport;2035.0;SA;BR;BR-MT;Diamantino;;SIWF;-14.185556, -57.550556
BR-2537;small_airport;Fazenda São José Airport;735.0;SA;BR;BR-MT;Rosário Oeste;;SIWG;-14.55638885498, -55.819999694824
BR-2538;small_airport;Fazenda Espigão Airport;1690.0;SA;BR;BR-MT;Diamantino;;SIWL;-14.125, -56.936111450195
BR-2539;small_airport;Fazenda Água Doce Airport;1201.0;SA;BR;BR-MS;Laguna Carapã;;SIWP;-22.867221832275, -54.44083404541
BR-2540;small_airport;Santa Helena Airport;699.0;SA;BR;BR-PA;Itaituba;;SIWT;-7.8402781486511, -56.659442901611
BR-2541;small_airport;Fazenda Nossa Senhora da Candelária Airport;365.0;SA;BR;BR-MS;Corumbá;;SIWU;-18.518611907959, -57.598331451416
BR-2542;heliport;Funchal Heliport;2586.0;SA;BR;BR-SP;São Paulo;;SIWW;-23.5941677094, -46.6916656494
BR-2543;small_airport;Fazenda Ilha Verde Airport;312.0;SA;BR;BR-MS;Corumbá;;SIXB;-18.505556106567, -57.402221679688
BR-2544;small_airport;Fazenda Antônio Andrade Airport;827.0;SA;BR;BR-BA;Itororó;;SIXI;-15.180277824402, -40.092777252197
BR-2545;small_airport;Fazenda São Francisco Airport;1152.0;SA;BR;BR-MT;Canarana;;SIXL;-13.310556411743, -52.892223358154
BR-2546;small_airport;Comunidade São Leopoldo do Tapajós Airport;492.0;SA;BR;BR-PA;Itaituba;;SIXM;-4.976288, -56.924028
BR-2547;heliport;Soufer Heliport;2155.0;SA;BR;BR-SP;Campinas;;SIXN;-22.97613, -47.102755
BR-2548;heliport;Condomínio New Place of Business Heliport;2804.0;SA;BR;BR-SP;São Paulo;;SIXU;-23.60035, -46.63817
BR-2549;small_airport;Usinas Braco Norte Airport;1159.0;SA;BR;BR-MT;Guarantã Do Norte;;SIXX;-9.658332824707, -54.954444885254
BR-2550;heliport;Fábrica Fortaleza Heliport;66.0;SA;BR;BR-CE;Eusébio;;SIXY;-3.913408, -38.497203
BR-2551;heliport;BSH Continental Eletrodomésticos Ltda. Heliport;1959.0;SA;BR;BR-SP;Hortolândia;;SIYA;-22.870555877686, -47.188331604004
BR-2552;heliport;Weril Heliport;2576.0;SA;BR;BR-SP;Franco Da Rocha;;SIYD;-23.333332061768, -46.678890228271
BR-2553;small_airport;Fazenda Araras Airport;2166.0;SA;BR;BR-SP;Itaí;;SIYF;-23.308332443237, -49.089168548584
BR-2554;small_airport;Fazenda Shangri-lá Airport;1057.0;SA;BR;BR-MT;Alta Floresta;;SIYP;-10.282500267029, -56.469165802002
BR-2555;small_airport;Tapurá Airport;1310.0;SA;BR;BR-MT;Tapurá;;SIYQ;-12.791666984558, -56.498611450195
BR-2556;small_airport;Helibrás Airport;2759.0;SA;BR;BR-MG;Itajubá;;SIYS;-22.430833816528, -45.479167938232
BR-2557;small_airport;Mamuru Airport;99.0;SA;BR;BR-PA;Juruti;;SIYT;-3.117976, -56.583568
BR-2558;small_airport;Fazenda Salvação Airport;601.0;SA;BR;BR-PA;Itaituba;;SIYW;-5.9522218704224, -56.54333114624
BR-2559;small_airport;Fazenda Varginha Airport;4200.0;SA;BR;BR-MG;Andradas;;SIYX;-21.950000762939, -46.549999237061
BR-2560;small_airport;Parque Manoelito Argolo Airport;558.0;SA;BR;BR-BA;Entre Rios;;SIZA;-11.960277557373, -38.002777099609
BR-2561;heliport;Sabre Heliport;2094.0;SA;BR;BR-SP;Itu;;SIZD;-23.387222290039, -47.330276489258
BR-2562;small_airport;Fazenda Santa Clara;1024.0;SA;BR;BR-TO;Porto Nacional;;SIZM;-10.7027777778, -48.1944444444
BR-2563;heliport;Fazenda Sant`Anna da Grama Heliport;2188.0;SA;BR;BR-SP;Itupeva;;SIZP;-23.0561103821, -47.0791664124
BR-2564;small_airport;Fazenda Carolina Airport;853.0;SA;BR;BR-RO;Corumbiara;;SIZR;-12.900555610657, -61.130001068115
BR-2565;small_airport;Fazenda Buriti Airport;299.0;SA;BR;BR-MS;Corumbá;;SIZT;-19.354444503784, -56.793056488037
BR-2566;small_airport;Fazenda São José do Rio Branco Airport;1142.0;SA;BR;BR-MT;Pontes E Lacerda;;SJAA;-15.071389, -59.153332
BR-2567;small_airport;Fazenda Furnas Airport;1618.0;SA;BR;BR-MT;Ribeirão Cascalheira;;SJAE;-13.158297, -51.807606
BR-2568;small_airport;Fazenda Santa Maria Airport;1077.0;SA;BR;BR-MA;Açailândia;;SJAL;-4.646389, -47.233334
BR-2569;heliport;Nauto Najar Heliport;1871.0;SA;BR;BR-SP;Americana;;SJAV;-22.748611450195, -47.301109313965
BR-2570;small_airport;Fazenda Ventura Airport;3127.0;SA;BR;BR-BA;São Desidério;;SJAY;-13.160833358765, -46.200832366943
BR-2571;small_airport;Fazenda J.K. Airport;2136.0;SA;BR;BR-GO;Mimoso De Goiás;;SJBF;-15.158888816833, -48.283889770508
BR-2572;small_airport;Aldeia Pykany Airport;1100.0;SA;BR;BR-PA;Altamira;;SJBN;-8.1666669845581, -54.829723358154
BR-2573;heliport;Terra Vista Heliport;240.0;SA;BR;BR-BA;Porto Seguro;;SJBO;-16.543056488, -39.1116676331
BR-2574;small_airport;Fazenda Santa Luzia Airport;401.0;SA;BR;BR-MS;Corumbá;;SJBR;-17.876667022705, -56.388889312744
BR-2575;small_airport;Fazenda Livramento Airport;443.0;SA;BR;BR-MS;Corumbá;;SJBS;-19.268611907959, -56.031112670898
BR-2576;small_airport;Fazenda Barbacena Airport;1247.0;SA;BR;BR-PR;São Pedro do Ivaí;;SJBW;-23.839443, -51.902779
BR-2577;heliport;Álvaro Gama Heliport;17.0;SA;BR;BR-RJ;Cabo Frio;;SJCC;-22.868333816528, -42.046943664551
BR-2578;small_airport;Usina Eldorado Airport;1690.0;SA;BR;BR-MS;Rio Brilhante;;SJCE;-21.852222442627, -54.018890380859
BR-2579;heliport;Rei da Pamonha Heliport;2560.0;SA;BR;BR-SP;São Paulo;;SJCK;-23.442499160767, -46.75666809082
BR-2580;small_airport;Fazenda São Marcus Airport;4361.0;SA;BR;BR-MT;Pontal Do Araguaia;;SJCM;-16.121667861938, -52.950832366943
BR-2581;small_airport;Aero Agrícola Cristalina Airport;3544.0;SA;BR;BR-GO;Cristalina;;SJCN;-16.906944274902, -47.708332061768
BR-2582;heliport;Fazenda da Mata Heliport;2622.0;SA;BR;BR-MG;Cláudio;;SJCT;-20.474672, -44.783353
BR-2583;heliport;CDA - Uberaba Heliport;1766.0;SA;BR;BR-MG;Uberaba;;SJCU;-20, -47.896667480469
BR-2584;heliport;Hospital Pronto Socorro de Venda Nova Heliport;2622.0;SA;BR;BR-MG;Belo Horizonte;;SJCX;-19.818332672119, -43.947498321533
BR-2585;small_airport;Fazenda Cruzeiro Airport;3160.0;SA;BR;BR-MG;Uberaba;;SJDA;-19.192222595215, -48.117221832275
BR-2586;heliport;Coca-Cola Heliport;2530.0;SA;BR;BR-MG;Uberaba;;SJDC;-19.744167327881, -47.979167938232
BR-2587;small_airport;Fazenda Jumbo Airport;854.0;SA;BR;BR-MS;Taquarussu;;SJDD;-22.513889312744, -53.341945648193
BR-2588;small_airport;Projeto Iriri Airport;657.0;SA;BR;BR-PA;Altamira;;SJDG;-6.188056, -54.072224
BR-2589;small_airport;Fazenda S.M. Airport;2891.0;SA;BR;BR-BA;Jaborandi;;SJDH;-14.550000190735, -45.766666412354
BR-2590;heliport;Diplomata Empresarial S/C Ltda Heliport;7.0;SA;BR;BR-SP;Guarujá;;SJDR;-23.91838, -46.215229
BR-2591;small_airport;Fazenda Abath Airport;348.0;SA;BR;BR-MS;Corumbá;;SJED;-18.680000305176, -57.224998474121
BR-2592;small_airport;Fazenda Bonanza Airport;1713.0;SA;BR;BR-SP;Avaí;;SJEJ;-22.155000686646, -49.287776947021
BR-2593;small_airport;Eldorado Airport;837.0;SA;BR;BR-PA;Itaituba;;SJEL;-6.9555559158325, -56.471111297607
BR-2594;small_airport;Fazenda Bom Jesus Airport;404.0;SA;BR;BR-MS;Corumbá;;SJEQ;-18.182777404785, -56.782501220703
BR-2595;small_airport;Fazenda Água Pê Airport;407.0;SA;BR;BR-MS;Corumbá;;SJES;-18.117778778076, -56.641109466553
BR-2596;small_airport;Fazenda Recreio Airport;404.0;SA;BR;BR-MS;Corumbá;;SJET;-17.564722061157, -56.786666870117
BR-2597;small_airport;Fazenda São Cristóvão Airport;404.0;SA;BR;BR-MS;Corumbá;;SJEU;-17.869167327881, -56.19388961792
BR-2598;small_airport;Fazenda São Francisco Airport;401.0;SA;BR;BR-MS;Corumbá;;SJEV;-17.648332595825, -56.886112213135
BR-2599;small_airport;Fazenda Horita Airport;3163.0;SA;BR;BR-BA;São Desidério;;BA0245;-13.011111, -46.238056
BR-2600;small_airport;Fazenda Agronet Airport;1562.0;SA;BR;BR-SP;Indiaporã;;SJEY;-19.990556716919, -50.266109466553
BR-2601;small_airport;Fazenda Penedo Airport;250.0;SA;BR;BR-PA;Itaituba;;SJFG;-5.5211110115051, -57.107498168945
BR-2602;small_airport;Fazenda Califórnia Airport;1549.0;SA;BR;BR-GO;Porteirão;;SJFO;-18.036666870117, -50.199443817139
BR-2603;heliport;São João e São Marcos Heliport;1475.0;SA;BR;BR-SP;Porto Feliz;;SJFS;-23.208055496216, -47.480278015137
BR-2604;small_airport;Fazenda W. Egídio III Airport;2648.0;SA;BR;BR-MG;Unaí;;SJFW;-15.938055992126, -46.477500915527
BR-2605;small_airport;Fazenda Santo Ângelo Airport;2799.0;SA;BR;BR-BA;São Desidério;;SJFX;-12.79833316803, -46.095832824707
BR-2606;heliport;Hospital Estadual de Pronto Socorro Heliport;91.0;SA;BR;BR-PB;João Pessoa;;SJFY;-7.1213889122009, -34.844444274902
BR-2607;heliport;Fazenda MC Heliport;2644.0;SA;BR;BR-SP;Espírito Santo Do Pinhal;;SJFZ;-22.251667022705, -46.800277709961
BR-2608;small_airport;Aerorural Floramazon Airport;131.0;SA;BR;BR-PA;Aveiro;;SJGA;-3.607246, -55.31554
BR-2609;small_airport;Fazenda Ponte de Pedra Airport;1690.0;SA;BR;BR-MT;Campo Novo Do Parecis;;SJGB;-13.584166526794, -57.463054656982
BR-2610;small_airport;Namocoli Airport;282.0;SA;BR;BR-MS;Corumbá;;MS0219;-20.608923, -57.555499
BR-2611;small_airport;Fazenda Rio liberdade Airport;404.0;SA;BR;BR-PA;Santana Do Araguaia;;SJGK;-9.4286108016968, -51.026943206787
BR-2612;small_airport;Eldorado Airport;1079.0;SA;BR;BR-MS;Eldorado;;SJGO;-23.81861114502, -54.252498626709
BR-2613;heliport;Fazenda Alebisa Heliport;2641.0;SA;BR;BR-MG;Uberlândia;;SJGQ;-18.860832214355, -48.50333404541
BR-2614;small_airport;Fazenda Cavalgada Grande Airport;1050.0;SA;BR;BR-GO;Crixás;;SJGR;-14.60472202301, -50.152778625488
BR-2615;heliport;São José de Dentro Heliport;3298.0;SA;BR;BR-RJ;Nova Friburgo;;SJGS;-22.282222747803, -42.495277404785
BR-2616;small_airport;Salto Augusto Airport;1559.0;SA;BR;BR-MT;Apiacás;;SJGT;-8.8927783966064, -58.54972076416
BR-2617;heliport;Bons Ventos Heliport;2963.0;SA;BR;BR-PR;São José dos Pinhais;;SJGV;-25.657717, -49.137672
BR-2618;small_airport;Da Praia Velha Airport;30.0;SA;BR;BR-RS;Camaquã;;SJGX;-31.126667022705, -51.575832366943
BR-2619;small_airport;Fazenda Janaína Airport;1296.0;SA;BR;BR-MS;Amambaí;;SJHA;-22.983055114746, -55.020000457764
BR-2620;small_airport;Fazenda Modelo Airport;1375.0;SA;BR;BR-MS;Brasilândia;;SJHD;-21.382221221924, -52.198890686035
BR-2621;small_airport;Bunge Airport;1837.0;SA;BR;BR-PI;Uruçui;;SJHF;-7.3722219467163, -44.396110534668
BR-2622;small_airport;Música Airport;394.0;SA;BR;BR-RS;Dom Pedrito;;SJHK;-30.934636, -55.081844
BR-2623;small_airport;Fazenda Belluno Airport;3445.0;SA;BR;BR-SC;Alfredo Wagner;;SJHN;-27.824879, -49.236475
BR-2624;small_airport;Monte Belo Airport;1624.0;SA;BR;BR-MS;Ribas do Rio Pardo;;SJHP;-20.276388, -53.661667
BR-2625;small_airport;Fazenda ANB Airport;1194.0;SA;BR;BR-MS;Corguinho;;SJHT;-19.831666946411, -54.829444885254
BR-2626;heliport;FIEP Heliport;2920.0;SA;BR;BR-PR;Curitiba;;PR0250;-25.4487, -49.2442
BR-2627;heliport;Paiva Air Heliport;2730.0;SA;BR;BR-SP;Mairinque;;SP0717;-23.559168, -47.199722
BR-2628;small_airport;Fazenda Dois Netos Airport;1165.0;SA;BR;BR-MT;Paranatinga;;SJHZ;-13.245555877686, -54.033889770508
BR-2629;small_airport;Grupo Scheffer Airport;1739.0;SA;BR;BR-MT;Sapezal;;MT0182;-13.547941, -58.858556
BR-2630;heliport;Polícia Federal do Espírito Santo Heliport;62.0;SA;BR;BR-ES;Vila Velha;;SJIH;-20.327796, -40.353806
BR-2631;small_airport;Fazenda São Marcos Airport;1395.0;SA;BR;BR-MS;Dourados;;SJII;-22.296667098999, -54.941387176514
BR-2632;small_airport;Fazenda Amparo Airport;2766.0;SA;BR;BR-MT;Alto Taquari;;SJIJ;-17.781944274902, -53.461109161377
BR-2633;heliport;Major PM oswaldo Cândido Nunes Heliport;436.0;SA;BR;BR-ES;Nova Venécia;;SJIM;-18.705833435059, -40.407222747803
BR-2634;heliport;Hotel Ariau Amazon Towers II Heliport;98.0;SA;BR;BR-AM;Iranduba;;SJIN;-3.091943, -60.442148
